genome	region	locus_tag	pfam_domain	tigrfam_domain
HpGP-MAL-021	region001	HpGP-MAL-021_01001,HpGP-MAL-021_01002,HpGP-MAL-021_01003,HpGP-MAL-021_01004,HpGP-MAL-021_01005,HpGP-MAL-021_01006,HpGP-MAL-021_01007,HpGP-MAL-021_01008,HpGP-MAL-021_01009,HpGP-MAL-021_01010,HpGP-MAL-021_01011,HpGP-MAL-021_01012,HpGP-MAL-021_01013,HpGP-MAL-021_01014,HpGP-MAL-021_01015,HpGP-MAL-021_01016,HpGP-MAL-021_01017,HpGP-MAL-021_01018	PF01856.20,PF01361.24,PF02132.18,PF01142.21,PF01142.21,PF01435.21,PF01227.25,PF00348.20,PF01975.20,PF01242.22,PF13353.9,PF00583.28,PF00083.27,PF07510.14,PF03235.17,PF00528.25	TIGR00013,TIGR00013,TIGR00615,TIGR00615,TIGR00094,TIGR00094,TIGR00063,TIGR00063,TIGR00087,TIGR00087,TIGR01726,TIGR01726
HpGP-MAL-022	region001	HpGP-MAL-022_00917,HpGP-MAL-022_00918,HpGP-MAL-022_00919,HpGP-MAL-022_00920,HpGP-MAL-022_00921,HpGP-MAL-022_00922,HpGP-MAL-022_00923,HpGP-MAL-022_00924,HpGP-MAL-022_00925,HpGP-MAL-022_00926,HpGP-MAL-022_00927,HpGP-MAL-022_00928,HpGP-MAL-022_00929,HpGP-MAL-022_00930,HpGP-MAL-022_00931,HpGP-MAL-022_00932,HpGP-MAL-022_00933,HpGP-MAL-022_00934	PF01856.20,PF01361.24,PF02132.18,PF01142.21,PF01142.21,PF01435.21,PF01227.25,PF00348.20,PF01975.20,PF01242.22,PF13353.9,PF00583.28,PF01856.20,PF00083.27,PF07510.14,PF03235.17,PF00528.25	TIGR00013,TIGR00013,TIGR00615,TIGR00615,TIGR00094,TIGR00094,TIGR00063,TIGR00063,TIGR00087,TIGR00087,TIGR01726,TIGR01726
HpGP-MAL-023	region001	HpGP-MAL-023_01299,HpGP-MAL-023_01300,HpGP-MAL-023_01301,HpGP-MAL-023_01302,HpGP-MAL-023_01303,HpGP-MAL-023_01304,HpGP-MAL-023_01305,HpGP-MAL-023_01306,HpGP-MAL-023_01307,HpGP-MAL-023_01308,HpGP-MAL-023_01309,HpGP-MAL-023_01310,HpGP-MAL-023_01311,HpGP-MAL-023_01312,HpGP-MAL-023_01313,HpGP-MAL-023_01314,HpGP-MAL-023_01315,HpGP-MAL-023_01316	PF01856.20,PF01361.24,PF02132.18,PF01142.21,PF01142.21,PF01435.21,PF01227.25,PF00348.20,PF01975.20,PF01242.22,PF13353.9,PF00583.28,PF01856.20,PF00083.27,PF07510.14,PF03235.17,PF00528.25	TIGR00013,TIGR00013,TIGR00615,TIGR00615,TIGR00094,TIGR00094,TIGR00063,TIGR00063,TIGR00087,TIGR00087,TIGR01726,TIGR01726
HpGP-MAL-025	region001	HpGP-MAL-025_00917,HpGP-MAL-025_00918,HpGP-MAL-025_00919,HpGP-MAL-025_00920,HpGP-MAL-025_00921,HpGP-MAL-025_00922,HpGP-MAL-025_00923,HpGP-MAL-025_00924,HpGP-MAL-025_00925,HpGP-MAL-025_00926,HpGP-MAL-025_00927,HpGP-MAL-025_00928,HpGP-MAL-025_00929,HpGP-MAL-025_00930,HpGP-MAL-025_00931,HpGP-MAL-025_00932,HpGP-MAL-025_00933,HpGP-MAL-025_00934	PF01856.20,PF01361.24,PF02132.18,PF01142.21,PF01142.21,PF01435.21,PF01227.25,PF00348.20,PF01975.20,PF01242.22,PF13353.9,PF00583.28,PF01856.20,PF00083.27,PF07510.14,PF03235.17,PF00528.25,PF00497.23	TIGR00013,TIGR00013,TIGR00615,TIGR00615,TIGR00094,TIGR00094,TIGR00063,TIGR00063,TIGR00087,TIGR00087,TIGR01726,TIGR01726
HpGP-MEX-001	region001	HpGP-MEX-001_00953,HpGP-MEX-001_00954,HpGP-MEX-001_00955,HpGP-MEX-001_00956,HpGP-MEX-001_00957,HpGP-MEX-001_00958,HpGP-MEX-001_00959,HpGP-MEX-001_00960,HpGP-MEX-001_00961,HpGP-MEX-001_00962,HpGP-MEX-001_00963,HpGP-MEX-001_00964,HpGP-MEX-001_00965,HpGP-MEX-001_00966,HpGP-MEX-001_00967	PF01856.20,PF01361.24,PF02132.18,PF01142.21,PF01142.21,PF01435.21,PF01227.25,PF00348.20,PF01975.20,PF01242.22,PF13353.9,PF00583.28,PF01856.20,PF00083.27,PF07510.14,PF03235.17	TIGR00013,TIGR00013,TIGR00615,TIGR00615,TIGR00094,TIGR00094,TIGR00063,TIGR00063,TIGR00087,TIGR00087
HpGP-MEX-002	region001	HpGP-MEX-002_00931,HpGP-MEX-002_00932,HpGP-MEX-002_00933,HpGP-MEX-002_00934,HpGP-MEX-002_00935,HpGP-MEX-002_00936,HpGP-MEX-002_00937,HpGP-MEX-002_00938,HpGP-MEX-002_00939,HpGP-MEX-002_00940,HpGP-MEX-002_00941,HpGP-MEX-002_00942,HpGP-MEX-002_00943,HpGP-MEX-002_00944,HpGP-MEX-002_00945,HpGP-MEX-002_00946,HpGP-MEX-002_00947,HpGP-MEX-002_00948	PF01856.20,PF01361.24,PF02132.18,PF01142.21,PF01142.21,PF01435.21,PF01227.25,PF00348.20,PF01975.20,PF01242.22,PF13353.9,PF00583.28,PF01856.20,PF00083.27,PF03235.17,PF00528.25,PF00497.23,PF00842.24,PF01168.23	TIGR00013,TIGR00013,TIGR00615,TIGR00615,TIGR00094,TIGR00094,TIGR00063,TIGR00063,TIGR00087,TIGR00087,TIGR01726,TIGR01726,TIGR00492,TIGR00492
HpGP-MEX-003	region001	HpGP-MEX-003_00226,HpGP-MEX-003_00227,HpGP-MEX-003_00228,HpGP-MEX-003_00229,HpGP-MEX-003_00230,HpGP-MEX-003_00231,HpGP-MEX-003_00232,HpGP-MEX-003_00233,HpGP-MEX-003_00234,HpGP-MEX-003_00235,HpGP-MEX-003_00236,HpGP-MEX-003_00237,HpGP-MEX-003_00238,HpGP-MEX-003_00239,HpGP-MEX-003_00240,HpGP-MEX-003_00241,HpGP-MEX-003_00242,HpGP-MEX-003_00243,HpGP-MEX-003_00244,HpGP-MEX-003_00245,HpGP-MEX-003_00246,HpGP-MEX-003_00247	PF18257.4,PF03738.17,PF08238.15,PF08238.15,PF08238.15,PF08238.15,PF08238.15,PF00034.24,PF03900.18,PF01379.23,PF03129.23,PF00587.28,PF00745.23,PF01488.23,PF05201.18,PF00348.20,PF00348.20,PF09442.13,PF00210.27,PF02518.29,PF00512.28,PF02119.19,PF00270.32,PF00271.34,PF01145.28,PF09624.13,PF08352.15,PF00005.30,PF00005.30,PF00528.25,PF12911.10	TIGR00212,TIGR00212,TIGR00409,TIGR00409,TIGR01035,TIGR01035
HpGP-MEX-003	region002	HpGP-MEX-003_00961,HpGP-MEX-003_00962,HpGP-MEX-003_00963,HpGP-MEX-003_00964,HpGP-MEX-003_00965,HpGP-MEX-003_00966,HpGP-MEX-003_00967,HpGP-MEX-003_00968,HpGP-MEX-003_00969,HpGP-MEX-003_00970,HpGP-MEX-003_00971,HpGP-MEX-003_00972,HpGP-MEX-003_00973,HpGP-MEX-003_00974,HpGP-MEX-003_00975	PF01856.20,PF01361.24,PF02132.18,PF01142.21,PF01142.21,PF01435.21,PF01227.25,PF00348.20,PF01975.20,PF01242.22,PF13353.9,PF00583.28,PF01856.20,PF00083.27,PF07510.14,PF03235.17	TIGR00013,TIGR00013,TIGR00615,TIGR00615,TIGR00094,TIGR00094,TIGR00063,TIGR00063,TIGR00087,TIGR00087
HpGP-MEX-004	region001	HpGP-MEX-004_00910,HpGP-MEX-004_00911,HpGP-MEX-004_00912,HpGP-MEX-004_00913,HpGP-MEX-004_00914,HpGP-MEX-004_00915,HpGP-MEX-004_00916,HpGP-MEX-004_00917,HpGP-MEX-004_00918,HpGP-MEX-004_00919,HpGP-MEX-004_00920,HpGP-MEX-004_00921,HpGP-MEX-004_00922,HpGP-MEX-004_00923,HpGP-MEX-004_00924,HpGP-MEX-004_00925	PF01856.20,PF01361.24,PF02132.18,PF01142.21,PF01142.21,PF01435.21,PF01227.25,PF00348.20,PF01975.20,PF01242.22,PF13353.9,PF00583.28,PF01856.20,PF00083.27,PF03235.17	TIGR00013,TIGR00013,TIGR00615,TIGR00615,TIGR00094,TIGR00094,TIGR00063,TIGR00063,TIGR00087,TIGR00087
HpGP-MEX-006	region001	HpGP-MEX-006_00906,HpGP-MEX-006_00907,HpGP-MEX-006_00908,HpGP-MEX-006_00909,HpGP-MEX-006_00910,HpGP-MEX-006_00911,HpGP-MEX-006_00912,HpGP-MEX-006_00913,HpGP-MEX-006_00914,HpGP-MEX-006_00915,HpGP-MEX-006_00916,HpGP-MEX-006_00917,HpGP-MEX-006_00918,HpGP-MEX-006_00919,HpGP-MEX-006_00920,HpGP-MEX-006_00921,HpGP-MEX-006_00922,HpGP-MEX-006_00923	PF01856.20,PF01361.24,PF02132.18,PF01142.21,PF01142.21,PF01435.21,PF01227.25,PF00348.20,PF01975.20,PF01242.22,PF13353.9,PF00583.28,PF01856.20,PF00083.27,PF07510.14,PF03235.17,PF00528.25,PF00497.23,PF00842.24,PF01168.23	TIGR00013,TIGR00013,TIGR00615,TIGR00615,TIGR00094,TIGR00094,TIGR00063,TIGR00063,TIGR00087,TIGR00087,TIGR01726,TIGR01726,TIGR00492,TIGR00492
HpGP-MEX-007	region001	HpGP-MEX-007_00856,HpGP-MEX-007_00857,HpGP-MEX-007_00858,HpGP-MEX-007_00859,HpGP-MEX-007_00860,HpGP-MEX-007_00861,HpGP-MEX-007_00862,HpGP-MEX-007_00863,HpGP-MEX-007_00864,HpGP-MEX-007_00865,HpGP-MEX-007_00866,HpGP-MEX-007_00867,HpGP-MEX-007_00868,HpGP-MEX-007_00869,HpGP-MEX-007_00870,HpGP-MEX-007_00871,HpGP-MEX-007_00872,HpGP-MEX-007_00873,HpGP-MEX-007_00874,HpGP-MEX-007_00875	PF01856.20,PF01361.24,PF02132.18,PF01142.21,PF01142.21,PF01435.21,PF01227.25,PF00348.20,PF01975.20,PF01242.22,PF13353.9,PF00583.28,PF01856.20,PF00083.27,PF07510.14,PF03235.17,PF00528.25,PF00497.23,PF00842.24,PF01168.23	TIGR00013,TIGR00013,TIGR00615,TIGR00615,TIGR00094,TIGR00094,TIGR00063,TIGR00063,TIGR00087,TIGR00087,TIGR01726,TIGR01726,TIGR00492,TIGR00492
HpGP-MEX-008	region001	HpGP-MEX-008_00920,HpGP-MEX-008_00921,HpGP-MEX-008_00922,HpGP-MEX-008_00923,HpGP-MEX-008_00924,HpGP-MEX-008_00925,HpGP-MEX-008_00926,HpGP-MEX-008_00927,HpGP-MEX-008_00928,HpGP-MEX-008_00929,HpGP-MEX-008_00930,HpGP-MEX-008_00931,HpGP-MEX-008_00932,HpGP-MEX-008_00933,HpGP-MEX-008_00934,HpGP-MEX-008_00935	PF01856.20,PF01361.24,PF02132.18,PF01142.21,PF01435.21,PF01227.25,PF00348.20,PF01975.20,PF01242.22,PF13353.9,PF00583.28,PF01856.20,PF00083.27,PF00528.25,PF00497.23	TIGR00013,TIGR00013,TIGR00615,TIGR00615,TIGR00094,TIGR00094,TIGR00063,TIGR00063,TIGR00087,TIGR00087,TIGR01726,TIGR01726
HpGP-MEX-009	region001	HpGP-MEX-009_00903,HpGP-MEX-009_00904,HpGP-MEX-009_00905,HpGP-MEX-009_00906,HpGP-MEX-009_00907,HpGP-MEX-009_00908,HpGP-MEX-009_00909,HpGP-MEX-009_00910,HpGP-MEX-009_00911,HpGP-MEX-009_00912,HpGP-MEX-009_00913,HpGP-MEX-009_00914,HpGP-MEX-009_00915,HpGP-MEX-009_00916,HpGP-MEX-009_00917,HpGP-MEX-009_00918,HpGP-MEX-009_00919,HpGP-MEX-009_00920,HpGP-MEX-009_00921,HpGP-MEX-009_00922,HpGP-MEX-009_00923	PF01856.20,PF01361.24,PF02132.18,PF01142.21,PF01142.21,PF01435.21,PF01227.25,PF00348.20,PF01975.20,PF01242.22,PF13353.9,PF00583.28,PF01856.20,PF00083.27,PF03235.17,PF00528.25,PF00497.23,PF00842.24,PF01168.23	TIGR00013,TIGR00013,TIGR00615,TIGR00615,TIGR00094,TIGR00094,TIGR00063,TIGR00063,TIGR00087,TIGR00087,TIGR01726,TIGR01726,TIGR00492,TIGR00492
HpGP-MEX-010	region001	HpGP-MEX-010_00927,HpGP-MEX-010_00928,HpGP-MEX-010_00929,HpGP-MEX-010_00930,HpGP-MEX-010_00931,HpGP-MEX-010_00932,HpGP-MEX-010_00933,HpGP-MEX-010_00934,HpGP-MEX-010_00935,HpGP-MEX-010_00936,HpGP-MEX-010_00937,HpGP-MEX-010_00938,HpGP-MEX-010_00939,HpGP-MEX-010_00940,HpGP-MEX-010_00941,HpGP-MEX-010_00942	PF01856.20,PF01361.24,PF02132.18,PF01142.21,PF01142.21,PF01435.21,PF01227.25,PF00348.20,PF01975.20,PF01242.22,PF13353.9,PF00583.28,PF01856.20,PF00083.27,PF07510.14,PF03235.17	TIGR00013,TIGR00013,TIGR00615,TIGR00615,TIGR00094,TIGR00094,TIGR00063,TIGR00063,TIGR00087,TIGR00087
HpGP-MEX-012	region001	HpGP-MEX-012_00891,HpGP-MEX-012_00892,HpGP-MEX-012_00893,HpGP-MEX-012_00894,HpGP-MEX-012_00895,HpGP-MEX-012_00896,HpGP-MEX-012_00897,HpGP-MEX-012_00898,HpGP-MEX-012_00899,HpGP-MEX-012_00900,HpGP-MEX-012_00901,HpGP-MEX-012_00902,HpGP-MEX-012_00903,HpGP-MEX-012_00904,HpGP-MEX-012_00905,HpGP-MEX-012_00906	PF01856.20,PF01361.24,PF02132.18,PF01142.21,PF01142.21,PF01435.21,PF01227.25,PF00348.20,PF01975.20,PF01242.22,PF13353.9,PF00583.28,PF01856.20,PF00083.27,PF07510.14,PF03235.17,PF03235.17	TIGR00013,TIGR00013,TIGR00615,TIGR00615,TIGR00094,TIGR00094,TIGR00063,TIGR00063,TIGR00087,TIGR00087
HpGP-MEX-023	region001	HpGP-MEX-023_00915,HpGP-MEX-023_00916,HpGP-MEX-023_00917,HpGP-MEX-023_00918,HpGP-MEX-023_00919,HpGP-MEX-023_00920,HpGP-MEX-023_00921,HpGP-MEX-023_00922,HpGP-MEX-023_00923,HpGP-MEX-023_00924,HpGP-MEX-023_00925,HpGP-MEX-023_00926,HpGP-MEX-023_00927,HpGP-MEX-023_00928,HpGP-MEX-023_00929,HpGP-MEX-023_00930,HpGP-MEX-023_00931	PF01856.20,PF01361.24,PF02132.18,PF01142.21,PF01142.21,PF01435.21,PF01227.25,PF00348.20,PF01975.20,PF01242.22,PF13353.9,PF00583.28,PF01856.20,PF00083.27,PF07510.14,PF03235.17	TIGR00013,TIGR00013,TIGR00615,TIGR00615,TIGR00094,TIGR00094,TIGR00063,TIGR00063,TIGR00087,TIGR00087
HpGP-MEX-024	region001	HpGP-MEX-024_00954,HpGP-MEX-024_00955,HpGP-MEX-024_00956,HpGP-MEX-024_00957,HpGP-MEX-024_00958,HpGP-MEX-024_00959,HpGP-MEX-024_00960,HpGP-MEX-024_00961,HpGP-MEX-024_00962,HpGP-MEX-024_00963,HpGP-MEX-024_00964,HpGP-MEX-024_00965,HpGP-MEX-024_00966,HpGP-MEX-024_00967,HpGP-MEX-024_00968,HpGP-MEX-024_00969,HpGP-MEX-024_00970	PF01856.20,PF01361.24,PF02132.18,PF01142.21,PF01142.21,PF01435.21,PF01435.21,PF01227.25,PF00348.20,PF01975.20,PF01242.22,PF13353.9,PF00583.28,PF01856.20,PF00083.27,PF03235.17	TIGR00013,TIGR00013,TIGR00615,TIGR00615,TIGR00094,TIGR00094,TIGR00063,TIGR00063,TIGR00087,TIGR00087
HpGP-MEX-027	region001	HpGP-MEX-027_00968,HpGP-MEX-027_00969,HpGP-MEX-027_00970,HpGP-MEX-027_00971,HpGP-MEX-027_00972,HpGP-MEX-027_00973,HpGP-MEX-027_00974,HpGP-MEX-027_00975,HpGP-MEX-027_00976,HpGP-MEX-027_00977,HpGP-MEX-027_00978,HpGP-MEX-027_00979,HpGP-MEX-027_00980,HpGP-MEX-027_00981,HpGP-MEX-027_00982,HpGP-MEX-027_00983,HpGP-MEX-027_00984,HpGP-MEX-027_00985,HpGP-MEX-027_00986	PF01856.20,PF01361.24,PF02132.18,PF01142.21,PF01142.21,PF01435.21,PF01227.25,PF00348.20,PF01975.20,PF01242.22,PF13353.9,PF00583.28,PF01856.20,PF00083.27,PF07510.14,PF03235.17,PF00528.25,PF00497.23,PF00842.24,PF01168.23	TIGR00013,TIGR00013,TIGR00615,TIGR00615,TIGR00094,TIGR00094,TIGR00063,TIGR00063,TIGR00087,TIGR00087,TIGR01726,TIGR01726,TIGR00492,TIGR00492
HpGP-MEX-028	region001	HpGP-MEX-028_00954,HpGP-MEX-028_00955,HpGP-MEX-028_00956,HpGP-MEX-028_00957,HpGP-MEX-028_00958,HpGP-MEX-028_00959,HpGP-MEX-028_00960,HpGP-MEX-028_00961,HpGP-MEX-028_00962,HpGP-MEX-028_00963,HpGP-MEX-028_00964,HpGP-MEX-028_00965,HpGP-MEX-028_00966,HpGP-MEX-028_00967,HpGP-MEX-028_00968,HpGP-MEX-028_00969,HpGP-MEX-028_00970	PF01856.20,PF01361.24,PF02132.18,PF01142.21,PF01142.21,PF01435.21,PF01227.25,PF00348.20,PF01975.20,PF01242.22,PF13353.9,PF00583.28,PF01856.20,PF00083.27,PF00528.25,PF00497.23	TIGR00013,TIGR00013,TIGR00615,TIGR00615,TIGR00094,TIGR00094,TIGR00063,TIGR00063,TIGR00087,TIGR00087,TIGR01726,TIGR01726
HpGP-MEX-032	region001	HpGP-MEX-032_00927,HpGP-MEX-032_00928,HpGP-MEX-032_00929,HpGP-MEX-032_00930,HpGP-MEX-032_00931,HpGP-MEX-032_00932,HpGP-MEX-032_00933,HpGP-MEX-032_00934,HpGP-MEX-032_00935,HpGP-MEX-032_00936,HpGP-MEX-032_00937,HpGP-MEX-032_00938,HpGP-MEX-032_00939,HpGP-MEX-032_00940,HpGP-MEX-032_00941	PF01856.20,PF01361.24,PF02132.18,PF01142.21,PF01142.21,PF01435.21,PF01227.25,PF00348.20,PF01975.20,PF01242.22,PF13353.9,PF00583.28,PF01856.20,PF00083.27,PF07510.14,PF03235.17	TIGR00013,TIGR00013,TIGR00615,TIGR00615,TIGR00094,TIGR00094,TIGR00063,TIGR00063,TIGR00087,TIGR00087
HpGP-MEX-035	region001	HpGP-MEX-035_00931,HpGP-MEX-035_00932,HpGP-MEX-035_00933,HpGP-MEX-035_00934,HpGP-MEX-035_00935,HpGP-MEX-035_00936,HpGP-MEX-035_00937,HpGP-MEX-035_00938,HpGP-MEX-035_00939,HpGP-MEX-035_00940,HpGP-MEX-035_00941,HpGP-MEX-035_00942,HpGP-MEX-035_00943,HpGP-MEX-035_00944,HpGP-MEX-035_00945,HpGP-MEX-035_00946,HpGP-MEX-035_00947,HpGP-MEX-035_00948	PF01856.20,PF01361.24,PF02132.18,PF01142.21,PF01142.21,PF01435.21,PF01227.25,PF00348.20,PF01975.20,PF01242.22,PF13353.9,PF00583.28,PF01856.20,PF00083.27,PF03235.17,PF00528.25,PF00497.23,PF00842.24,PF01168.23	TIGR00013,TIGR00013,TIGR00615,TIGR00615,TIGR00094,TIGR00094,TIGR00063,TIGR00063,TIGR00087,TIGR00087,TIGR01726,TIGR01726,TIGR00492,TIGR00492
HpGP-MEX-040	region001	HpGP-MEX-040_00943,HpGP-MEX-040_00944,HpGP-MEX-040_00945,HpGP-MEX-040_00946,HpGP-MEX-040_00947,HpGP-MEX-040_00948,HpGP-MEX-040_00949,HpGP-MEX-040_00950,HpGP-MEX-040_00951,HpGP-MEX-040_00952,HpGP-MEX-040_00953,HpGP-MEX-040_00954,HpGP-MEX-040_00955,HpGP-MEX-040_00956,HpGP-MEX-040_00957,HpGP-MEX-040_00958,HpGP-MEX-040_00959	PF01856.20,PF01361.24,PF02132.18,PF01142.21,PF01142.21,PF01435.21,PF01227.25,PF00348.20,PF01975.20,PF01242.22,PF13353.9,PF00583.28,PF01856.20,PF00083.27,PF07510.14,PF03235.17	TIGR00013,TIGR00013,TIGR00615,TIGR00615,TIGR00094,TIGR00094,TIGR00063,TIGR00063,TIGR00087,TIGR00087
HpGP-MEX-041	region001	HpGP-MEX-041_00915,HpGP-MEX-041_00916,HpGP-MEX-041_00917,HpGP-MEX-041_00918,HpGP-MEX-041_00919,HpGP-MEX-041_00920,HpGP-MEX-041_00921,HpGP-MEX-041_00922,HpGP-MEX-041_00923,HpGP-MEX-041_00924,HpGP-MEX-041_00925,HpGP-MEX-041_00926,HpGP-MEX-041_00927,HpGP-MEX-041_00928,HpGP-MEX-041_00929,HpGP-MEX-041_00930	PF01856.20,PF01361.24,PF02132.18,PF01142.21,PF01142.21,PF01435.21,PF01227.25,PF00348.20,PF01975.20,PF01242.22,PF13353.9,PF00583.28,PF01856.20,PF00083.27,PF07510.14,PF03235.17,PF03235.17	TIGR00013,TIGR00013,TIGR00615,TIGR00615,TIGR00094,TIGR00094,TIGR00063,TIGR00063,TIGR00087,TIGR00087
HpGP-MEX-043	region001	HpGP-MEX-043_00891,HpGP-MEX-043_00892,HpGP-MEX-043_00893,HpGP-MEX-043_00894,HpGP-MEX-043_00895,HpGP-MEX-043_00896,HpGP-MEX-043_00897,HpGP-MEX-043_00898,HpGP-MEX-043_00899,HpGP-MEX-043_00900,HpGP-MEX-043_00901,HpGP-MEX-043_00902,HpGP-MEX-043_00903,HpGP-MEX-043_00904,HpGP-MEX-043_00905,HpGP-MEX-043_00906	PF01856.20,PF01361.24,PF02132.18,PF01142.21,PF01142.21,PF01435.21,PF01227.25,PF00348.20,PF01975.20,PF01242.22,PF13353.9,PF00583.28,PF01856.20,PF00083.27,PF07510.14,PF03235.17	TIGR00013,TIGR00013,TIGR00615,TIGR00615,TIGR00094,TIGR00094,TIGR00063,TIGR00063,TIGR00087,TIGR00087
HpGP-MEX-044	region001	HpGP-MEX-044_00421,HpGP-MEX-044_00422,HpGP-MEX-044_00423,HpGP-MEX-044_00424,HpGP-MEX-044_00425,HpGP-MEX-044_00426,HpGP-MEX-044_00427,HpGP-MEX-044_00428,HpGP-MEX-044_00429,HpGP-MEX-044_00430,HpGP-MEX-044_00431,HpGP-MEX-044_00432,HpGP-MEX-044_00433,HpGP-MEX-044_00434,HpGP-MEX-044_00435,HpGP-MEX-044_00436,HpGP-MEX-044_00437	PF03235.17,PF00083.27,PF01856.20,PF00583.28,PF13353.9,PF01242.22,PF01975.20,PF00348.20,PF01227.25,PF01435.21,PF01142.21,PF01142.21,PF02132.18,PF01361.24,PF01856.20	TIGR00087,TIGR00087,TIGR00063,TIGR00063,TIGR00094,TIGR00094,TIGR00615,TIGR00615,TIGR00013,TIGR00013
HpGP-MEX-045	region001	HpGP-MEX-045_00968,HpGP-MEX-045_00969,HpGP-MEX-045_00970,HpGP-MEX-045_00971,HpGP-MEX-045_00972,HpGP-MEX-045_00973,HpGP-MEX-045_00974,HpGP-MEX-045_00975,HpGP-MEX-045_00976,HpGP-MEX-045_00977,HpGP-MEX-045_00978,HpGP-MEX-045_00979,HpGP-MEX-045_00980,HpGP-MEX-045_00981,HpGP-MEX-045_00982	PF01856.20,PF01361.24,PF02132.18,PF01142.21,PF01142.21,PF01435.21,PF01227.25,PF00348.20,PF01975.20,PF01242.22,PF13353.9,PF00583.28,PF01856.20,PF00083.27,PF07510.14,PF03235.17	TIGR00013,TIGR00013,TIGR00615,TIGR00615,TIGR00094,TIGR00094,TIGR00063,TIGR00063,TIGR00087,TIGR00087
HpGP-MEX-046	region001	HpGP-MEX-046_00895,HpGP-MEX-046_00896,HpGP-MEX-046_00897,HpGP-MEX-046_00898,HpGP-MEX-046_00899,HpGP-MEX-046_00900,HpGP-MEX-046_00901,HpGP-MEX-046_00902,HpGP-MEX-046_00903,HpGP-MEX-046_00904,HpGP-MEX-046_00905,HpGP-MEX-046_00906,HpGP-MEX-046_00907,HpGP-MEX-046_00908,HpGP-MEX-046_00909,HpGP-MEX-046_00910,HpGP-MEX-046_00911	PF01856.20,PF01361.24,PF02132.18,PF01142.21,PF01142.21,PF01435.21,PF01227.25,PF00348.20,PF01975.20,PF01242.22,PF13353.9,PF00583.28,PF01856.20,PF07690.19,PF00083.27,PF07510.14,PF03235.17	TIGR00013,TIGR00013,TIGR00615,TIGR00615,TIGR00094,TIGR00094,TIGR00063,TIGR00063,TIGR00087,TIGR00087
HpGP-MMR-001	region001	HpGP-MMR-001_00879,HpGP-MMR-001_00880,HpGP-MMR-001_00881,HpGP-MMR-001_00882,HpGP-MMR-001_00883,HpGP-MMR-001_00884,HpGP-MMR-001_00885,HpGP-MMR-001_00886,HpGP-MMR-001_00887,HpGP-MMR-001_00888,HpGP-MMR-001_00889,HpGP-MMR-001_00890,HpGP-MMR-001_00891,HpGP-MMR-001_00892,HpGP-MMR-001_00893,HpGP-MMR-001_00894,HpGP-MMR-001_00895	PF01856.20,PF01361.24,PF02132.18,PF01142.21,PF01142.21,PF01435.21,PF01227.25,PF00348.20,PF01975.20,PF01242.22,PF13353.9,PF00583.28,PF00083.27,PF07510.14,PF03235.17,PF00528.25,PF00497.23	TIGR00013,TIGR00013,TIGR00615,TIGR00615,TIGR00094,TIGR00094,TIGR00063,TIGR00063,TIGR00087,TIGR00087,TIGR01726,TIGR01726
HpGP-MMR-002	region001	HpGP-MMR-002_00597,HpGP-MMR-002_00598,HpGP-MMR-002_00599,HpGP-MMR-002_00600,HpGP-MMR-002_00601,HpGP-MMR-002_00602,HpGP-MMR-002_00603,HpGP-MMR-002_00604,HpGP-MMR-002_00605,HpGP-MMR-002_00606,HpGP-MMR-002_00607,HpGP-MMR-002_00608,HpGP-MMR-002_00609,HpGP-MMR-002_00610,HpGP-MMR-002_00611,HpGP-MMR-002_00612,HpGP-MMR-002_00613	PF02367.20,PF00005.30,PF00309.23,PF04963.16,PF04552.16,PF13023.9,PF01856.20,PF00583.28,PF13353.9,PF01242.22,PF01975.20,PF00348.20,PF01227.25,PF01435.21,PF01142.21,PF01142.21,PF02132.18,PF01361.24,PF01856.20	TIGR00150,TIGR00150,TIGR04406,TIGR04406,TIGR02395,TIGR02395,TIGR00087,TIGR00087,TIGR00063,TIGR00063,TIGR00094,TIGR00094,TIGR00615,TIGR00615,TIGR00013,TIGR00013
HpGP-MMR-003	region001	HpGP-MMR-003_00919,HpGP-MMR-003_00920,HpGP-MMR-003_00921,HpGP-MMR-003_00922,HpGP-MMR-003_00923,HpGP-MMR-003_00924,HpGP-MMR-003_00925,HpGP-MMR-003_00926,HpGP-MMR-003_00927,HpGP-MMR-003_00928,HpGP-MMR-003_00929,HpGP-MMR-003_00930,HpGP-MMR-003_00931,HpGP-MMR-003_00932,HpGP-MMR-003_00933,HpGP-MMR-003_00934,HpGP-MMR-003_00935	PF01856.20,PF01361.24,PF02132.18,PF01142.21,PF01142.21,PF01435.21,PF01227.25,PF00348.20,PF01975.20,PF01242.22,PF13353.9,PF00583.28,PF00083.27,PF07510.14,PF03235.17,PF00528.25,PF00497.23	TIGR00013,TIGR00013,TIGR00615,TIGR00615,TIGR00094,TIGR00094,TIGR00063,TIGR00063,TIGR00087,TIGR00087,TIGR01726,TIGR01726
