genome	region	start	end	region_length_bp	avg_p	max_p	type
HpGP-KOR-115	HpGP-KOR-115_cluster_1	237479	241851	4373	0.813914512662193	0.937012174970241	Unknown
HpGP-TWN-020	HpGP-TWN-020_cluster_1	284115	288489	4375	0.796005729511335	0.937012174970241	Unknown
HpGP-SWT-008	HpGP-SWT-008_cluster_1	217268	221639	4372	0.796005728824073	0.93701217269221	Unknown
HpGP-SPA-401	HpGP-SPA-401_cluster_1	309450	313869	4420	0.79600572304293	0.937012172285062	Unknown
HpGP-JAP-115	HpGP-JAP-115_cluster_1	223039	227412	4374	0.796006132886636	0.937012172685252	Unknown
HpGP-ITA-028	HpGP-ITA-028_cluster_1	223332	227704	4373	0.79600587890886	0.937012172685252	Unknown
HpGP-MMR-001	HpGP-MMR-001_cluster_1	215120	219341	4222	0.796005729065504	0.937012172741089	Unknown
HpGP-POR-012	HpGP-POR-012_cluster_1	219784	224154	4371	0.79600572335752	0.937012172685252	Unknown
HpGP-CHN-008	HpGP-CHN-008_cluster_1	233138	237331	4194	0.796005129161148	0.937009202866702	Unknown
HpGP-GER-016	HpGP-GER-016_cluster_1	252267	256639	4373	0.796005722565768	0.937012173149291	Unknown
HpGP-CHI-123	HpGP-CHI-123_cluster_1	239827	244199	4373	0.79600587890886	0.937012172685252	Unknown
HpGP-SGP-024	HpGP-SGP-024_cluster_1	242962	247367	4406	0.948836087939432	0.999891257143574	Unknown
HpGP-USA-415	HpGP-USA-415_cluster_1	227858	232271	4414	0.796005722862311	0.937012172685252	Unknown
HpGP-TWN-018	HpGP-TWN-018_cluster_1	267757	271948	4192	0.796005723581882	0.937012174970241	Unknown
HpGP-USA-003	HpGP-USA-003_cluster_1	229061	233488	4428	0.796006089260242	0.937012172685252	Unknown
HpGP-KOR-002	HpGP-KOR-002_cluster_1	251814	256181	4368	0.796005728441755	0.937012174970241	Unknown
HpGP-SPA-303	HpGP-SPA-303_cluster_1	221553	225787	4235	0.813914508161704	0.937012172685252	Unknown
HpGP-HON-026	HpGP-HON-026_cluster_1	219859	224094	4236	0.796005729054337	0.937012172685252	Unknown
HpGP-SPA-004	HpGP-SPA-004_cluster_1	225003	229236	4234	0.796005723124885	0.937012172685252	Unknown
HpGP-TWN-024	HpGP-TWN-024_cluster_1	236220	240262	4043	0.796005729511335	0.937012174970241	Unknown
HpGP-CRI-004	HpGP-CRI-004_cluster_1	220559	224909	4351	0.796005730699284	0.937012172685252	Unknown
HpGP-IND-006	HpGP-IND-006_cluster_1	218624	223026	4403	0.796005727995925	0.937012172741089	Unknown
HpGP-POL-002	HpGP-POL-002_cluster_1	221437	225660	4224	0.796005724808669	0.937012172741089	Unknown
HpGP-KOR-014	HpGP-KOR-014_cluster_1	1146261	1150631	4371	0.795823122901647	0.937150650469495	Unknown
HpGP-USA-202	HpGP-USA-202_cluster_1	235010	239419	4410	0.796005730586905	0.937012173149291	Unknown
HpGP-DOM-002	HpGP-DOM-002_cluster_1	310097	314579	4483	0.796005729054337	0.937012172685252	Unknown
HpGP-SPA-314	HpGP-SPA-314_cluster_1	224367	228781	4415	0.796005723206653	0.9370121730996	Unknown
HpGP-PER-105	HpGP-PER-105_cluster_1	219358	223585	4228	0.796006088224836	0.937012172685252	Unknown
HpGP-USA-311	HpGP-USA-311_cluster_1	222341	226577	4237	0.796005729166276	0.937012172685252	Unknown
HpGP-IND-010	HpGP-IND-010_cluster_1	190228	194451	4224	0.796005724187373	0.937012172685252	Unknown
HpGP-KOR-001	HpGP-KOR-001_cluster_2	256764	261138	4375	0.796005723164516	0.937012172685252	Unknown
HpGP-LAT-002	HpGP-LAT-002_cluster_1	276606	280978	4373	0.796005723134951	0.937012172741089	Unknown
HpGP-TWN-009	HpGP-TWN-009_cluster_1	239378	243568	4191	0.796005730005509	0.937012172685252	Unknown
HpGP-SWT-017	HpGP-SWT-017_cluster_1	214013	218429	4417	0.79600587890886	0.937012172685252	Unknown
HpGP-BRA-007	HpGP-BRA-007_cluster_1	226434	230619	4186	0.796005729166276	0.937012172685252	Unknown
HpGP-TWN-019	HpGP-TWN-019_cluster_1	246261	250481	4221	0.796005728441755	0.937012174970241	Unknown
HpGP-LAT-029	HpGP-LAT-029_cluster_1	224472	228845	4374	0.796005727984757	0.937012172685252	Unknown
HpGP-LAT-004	HpGP-LAT-004_cluster_1	228762	233209	4448	0.796005722862562	0.937012172685252	Unknown
HpGP-KOR-016	HpGP-KOR-016_cluster_1	327619	331808	4190	0.796005729166276	0.937012172685252	Unknown
HpGP-BGD-010	HpGP-BGD-010_cluster_1	223801	228177	4377	0.796005722957004	0.937012173149291	Unknown
HpGP-COL-008	HpGP-COL-008_cluster_1	221154	225393	4240	0.796005727984757	0.937012172685252	Unknown
HpGP-USA-424	HpGP-USA-424_cluster_1	220445	224687	4243	0.948836087890001	0.999891257012298	Unknown
HpGP-GRE-043	HpGP-GRE-043_cluster_1	219025	223265	4241	0.796006093465161	0.937012172685252	Unknown
HpGP-GER-002	HpGP-GER-002_cluster_1	221225	225598	4374	0.796005723123783	0.937012172685252	Unknown
HpGP-MEX-035	HpGP-MEX-035_cluster_1	221115	225353	4239	0.796005725477263	0.937012172685252	Unknown
HpGP-SPA-325	HpGP-SPA-325_cluster_1	220171	224404	4234	0.796005723123783	0.937012172685252	Unknown
HpGP-JAP-112	HpGP-JAP-112_cluster_1	231197	235390	4194	0.796005729514216	0.937012174984647	Unknown
HpGP-NGA-019	HpGP-NGA-019_cluster_1	225198	229432	4235	0.796005723214259	0.937012173149291	Unknown
HpGP-PER-124	HpGP-PER-124_cluster_1	221430	225851	4422	0.94883608857873	0.999891257012298	Unknown
HpGP-SPA-011	HpGP-SPA-011_cluster_1	221585	225817	4233	0.796005723126223	0.937012172685252	Unknown
HpGP-COL-121	HpGP-COL-121_cluster_1	223859	228098	4240	0.796005727984757	0.937012172685252	Unknown
HpGP-SPA-807	HpGP-SPA-807_cluster_1	258956	263613	4658	0.948694135473345	0.999891257012298	Unknown
HpGP-SWT-007	HpGP-SWT-007_cluster_1	219751	223944	4194	0.796005723454498	0.937012174338825	Unknown
HpGP-KOR-023	HpGP-KOR-023_cluster_1	238059	242431	4373	0.796005723665207	0.937012175392371	Unknown
HpGP-HON-024	HpGP-HON-024_cluster_1	275021	279320	4300	0.796005722865006	0.937012172685252	Unknown
HpGP-MEX-002	HpGP-MEX-002_cluster_1	221956	226373	4418	0.796005725477263	0.937012172685252	Unknown
HpGP-IND-009	HpGP-IND-009_cluster_1	193267	197949	4683	0.948694135473569	0.9998912570124	Unknown
HpGP-LAT-027	HpGP-LAT-027_cluster_1	189806	194455	4650	0.948694135471122	0.999891257013097	Unknown
HpGP-KOR-025	HpGP-KOR-025_cluster_1	229808	234000	4193	0.796005729511335	0.937012174970241	Unknown
HpGP-JAP-105	HpGP-JAP-105_cluster_1	1331726	1336097	4372	0.795824375124028	0.937150650455131	Unknown
HpGP-CHI-207	HpGP-CHI-207_cluster_1	226625	230863	4239	0.796005882413347	0.937012190213185	Unknown
HpGP-SPA-202	HpGP-SPA-202_cluster_1	221709	225942	4234	0.796005729166276	0.937012172685252	Unknown
HpGP-ALG-002	HpGP-ALG-002_cluster_1	225423	229654	4232	0.796005723123783	0.937012172685252	Unknown
HpGP-PER-021	HpGP-PER-021_cluster_1	253975	258209	4235	0.796005729079274	0.937012172809939	Unknown
HpGP-MEX-006	HpGP-MEX-006_cluster_1	220167	224407	4241	0.79600588625472	0.937012172685252	Unknown
HpGP-POR-115	HpGP-POR-115_cluster_1	223784	228197	4414	0.79600572528024	0.937012172741089	Unknown
HpGP-USA-437	HpGP-USA-437_cluster_1	220234	224736	4503	0.796005729166276	0.937012172685252	Unknown
HpGP-MAL-023	HpGP-MAL-023_cluster_2	594615	598989	4375	0.796005730270674	0.937012174970241	Unknown
HpGP-SPA-013	HpGP-SPA-013_cluster_1	227327	231558	4232	0.796005723358618	0.937012172685252	Unknown
HpGP-FRA-014	HpGP-FRA-014_cluster_1	223640	227832	4193	0.796005738243409	0.937012173149291	Unknown
HpGP-SPA-403	HpGP-SPA-403_cluster_1	224926	229339	4414	0.796005879000569	0.937012173149291	Unknown
HpGP-COL-102	HpGP-COL-102_cluster_1	222344	226807	4464	0.948836089464544	0.999891257012298	Unknown
HpGP-JAP-013	HpGP-JAP-013_cluster_1	259741	263931	4191	0.79600572335752	0.937012172685252	Unknown
HpGP-MMR-004	HpGP-MMR-004_cluster_1	189400	193862	4463	0.796005724191689	0.937012172697929	Unknown
HpGP-ISL-004	HpGP-ISL-004_cluster_1	266390	270615	4226	0.796005730487933	0.937012172741089	Unknown
HpGP-COL-003	HpGP-COL-003_cluster_1	241130	245545	4416	0.796005727984757	0.937012172685252	Unknown
HpGP-USA-409	HpGP-USA-409_cluster_1	222244	226657	4414	0.796005724797501	0.937012172685252	Unknown
HpGP-FRA-010	HpGP-FRA-010_cluster_1	1080647	1085059	4413	0.795823116495238	0.937150648174833	Unknown
HpGP-TWN-002	HpGP-TWN-002_cluster_1	229867	234236	4370	0.796005728441755	0.937012174970241	Unknown
HpGP-SPA-317	HpGP-SPA-317_cluster_1	226258	230673	4416	0.796005729166276	0.937012172685252	Unknown
HpGP-TUR-008	HpGP-TUR-008_cluster_1	223809	227998	4190	0.796005723124885	0.937012172685252	Unknown
HpGP-GRE-011	HpGP-GRE-011_cluster_1	260800	265172	4373	0.948836087918555	0.999891257012298	Unknown
HpGP-KOR-118	HpGP-KOR-118_cluster_1	285907	290098	4192	0.796005729054337	0.937012172685252	Unknown
HpGP-KOR-118	HpGP-KOR-118_cluster_2	609485	613392	3908	0.456252443774478	0.531945548353052	Polyketide
HpGP-ISR-008	HpGP-ISR-008_cluster_1	265047	269463	4417	0.796005723217679	0.937012173149291	Unknown
HpGP-MAL-015	HpGP-MAL-015_cluster_1	233628	237998	4371	0.796005730476766	0.937012172685252	Unknown
HpGP-USA-102	HpGP-USA-102_cluster_1	219845	224261	4417	0.796005134757593	0.937009201730567	Unknown
HpGP-SWE-021	HpGP-SWE-021_cluster_1	241626	245849	4224	0.796128889168688	0.937627978604906	Unknown
HpGP-BGD-001	HpGP-BGD-001_cluster_1	192296	196486	4191	0.796005722862362	0.937012172685252	Unknown
HpGP-TUR-004	HpGP-TUR-004_cluster_1	221919	226291	4373	0.796005723123783	0.937012172685252	Unknown
HpGP-SGP-032	HpGP-SGP-032_cluster_1	233046	237237	4192	0.796006133343634	0.937012174970241	Unknown
HpGP-SPA-801	HpGP-SPA-801_cluster_1	1050199	1054433	4235	0.795823121368644	0.937150648174833	Unknown
HpGP-LAT-023	HpGP-LAT-023_cluster_1	256561	260931	4371	0.948836087925612	0.999891257013097	Unknown
HpGP-COL-205	HpGP-COL-205_cluster_1	219091	223503	4413	0.796005727984757	0.937012172685252	Unknown
HpGP-IND-002	HpGP-IND-002_cluster_1	222025	226260	4236	0.796005729054337	0.937012172685252	Unknown
HpGP-FRA-002	HpGP-FRA-002_cluster_1	219575	223947	4373	0.796006084772009	0.937012172685252	Unknown
HpGP-KOR-034	HpGP-KOR-034_cluster_1	228673	233039	4367	0.948836087920131	0.999891257016213	Unknown
HpGP-SGP-014	HpGP-SGP-014_cluster_1	241642	246043	4402	0.796005730505265	0.937012172741089	Unknown
HpGP-KOR-050	HpGP-KOR-050_cluster_1	234757	239127	4371	0.796005729511335	0.937012174970241	Unknown
HpGP-LIT-041	HpGP-LIT-041_cluster_1	257372	261562	4191	0.796005729147145	0.937012173149291	Unknown
HpGP-SPA-607	HpGP-SPA-607_cluster_1	264785	269200	4416	0.796005727760466	0.937012172697929	Unknown
HpGP-ARG-010	HpGP-ARG-010_cluster_1	226150	230521	4372	0.796005879118905	0.937012172685252	Unknown
HpGP-MAL-005	HpGP-MAL-005_cluster_1	236207	240609	4403	0.796005723033298	0.937012172232824	Unknown
HpGP-JAP-101	HpGP-JAP-101_cluster_1	225978	230380	4403	0.796005723123783	0.937012172685252	Unknown
HpGP-MAL-019	HpGP-MAL-019_cluster_1	191585	195808	4224	0.796005723126849	0.937012172685252	Unknown
HpGP-COG-005	HpGP-COG-005_cluster_1	220593	227049	6457	0.945181463341217	0.999891257013097	Unknown
HpGP-ARG-009	HpGP-ARG-009_cluster_1	232441	236791	4351	0.796005723123783	0.937012172685252	Unknown
HpGP-COL-122	HpGP-COL-122_cluster_1	224745	228911	4167	0.796005133839966	0.937009201961295	Unknown
HpGP-JAP-010	HpGP-JAP-010_cluster_1	1060910	1065128	4219	0.795823117269436	0.937150650876383	Unknown
HpGP-HON-014	HpGP-HON-014_cluster_1	235558	239977	4420	0.796005724312387	0.937012172685252	Unknown
HpGP-USA-303	HpGP-USA-303_cluster_1	240510	244738	4229	0.796005729166276	0.937012172685252	Unknown
HpGP-COL-211	HpGP-COL-211_cluster_1	221936	226384	4449	0.796005723580781	0.937012174970241	Unknown
