genome	region	orig_start	orig_end	region_length_bp	contig_edge	product	rules	category
HpGP-LAT-003	region001	1080327	1101239	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-LAT-004	region001	955848	976760	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-LAT-005	region001	1009537	1030449	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-LAT-006	region001	936359	957271	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-LAT-007	region001	940506	961418	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-LAT-008	region001	950282	971194	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-LAT-009	region001	623920	644832	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-LAT-010	region001	620703	641615	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-LAT-011	region001	981023	1001935	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-LAT-012	region001	416001	436913	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-LAT-014	region001	1049661	1070573	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-LAT-015	region001	957059	977971	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-LAT-017	region001	997601	1018513	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-LAT-018	region001	981583	1002495	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-LAT-019	region001	962120	983032	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-LAT-020	region001	369363	390275	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-LAT-021	region001	1016933	1037845	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-LAT-022	region001	1056137	1077049	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-LAT-023	region001	976804	997716	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-LAT-024	region001	401888	422800	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-LAT-025	region001	409657	430569	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-LAT-026	region001	949782	970694	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-LAT-027	region001	910387	931299	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-LAT-028	region001	980370	1001282	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-LAT-029	region001	997550	1018462	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-LAT-030	region001	944798	965710	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-LAT-031	region001	980472	1001384	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-LAT-032	region001	982137	1003049	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-LAT-033	region001	948362	969274	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-LAT-034	region001	352712	373624	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-LAT-035	region001	931335	952247	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-LAT-036	region001	973556	994468	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-LIT-001	region001	656613	677525	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-LIT-002	region001	905162	926074	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-LIT-003	region001	971254	992166	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-LIT-004	region001	942652	963564	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-LIT-006	region001	974905	995817	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-LIT-007	region001	1020060	1040975	20915	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-LIT-008	region001	898727	919639	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-LIT-010	region001	936779	957691	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-LIT-012	region001	945879	966791	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-LIT-013	region001	1014363	1035275	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-LIT-020	region001	938152	959064	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-LIT-021	region001	978515	999427	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-LIT-023	region001	956833	977745	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-LIT-024	region001	969802	990714	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-LIT-025	region001	944569	965481	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-LIT-026	region001	992634	1013546	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-LIT-028	region001	417722	438634	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-LIT-029	region001	942311	963223	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-LIT-030	region001	946108	967020	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-LIT-031	region001	965332	986244	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-LIT-032	region001	936568	957480	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-LIT-035	region001	936531	957443	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-LIT-041	region001	986793	1007705	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-MAL-002	region001	908443	929355	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-MAL-003	region001	952066	972978	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-MAL-004	region001	1354215	1375127	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-MAL-005	region001	965851	986763	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-MAL-006	region001	380793	401705	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-MAL-007	region001	1354040	1374952	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-MAL-008	region001	932591	953503	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-MAL-010	region001	1000266	1021178	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-MAL-012	region001	447242	468154	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-MAL-015	region001	990030	1010942	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-MAL-016	region001	987569	1008481	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-MAL-017	region001	600463	621375	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-MAL-018	region001	993507	1014419	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-MAL-019	region001	915911	936822	20911	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-MAL-020	region001	958474	979386	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-MAL-021	region001	1035037	1055949	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-MAL-022	region001	948635	969547	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-MAL-023	region001	1300392	1321304	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-MAL-025	region001	969164	990076	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-MEX-001	region001	1009537	1030449	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-MEX-002	region001	981383	1002295	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-MEX-003	region001	231273	252196	20923	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-MEX-003	region002	1015731	1036643	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-MEX-004	region001	968054	988966	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-MEX-006	region001	951116	972028	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-MEX-007	region001	904559	925471	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-MEX-008	region001	979089	1000001	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-MEX-009	region001	950675	971587	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-MEX-010	region001	968611	989523	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-MEX-012	region001	950660	971572	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-MEX-023	region001	944362	965274	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-MEX-024	region001	987506	1008418	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-MEX-027	region001	1014702	1035614	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-MEX-028	region001	926322	947234	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-MEX-032	region001	975396	996308	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-MEX-035	region001	980194	1001106	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-MEX-040	region001	994030	1014942	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-MEX-041	region001	962496	983408	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-MEX-043	region001	943355	964267	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-MEX-044	region001	431572	452484	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-MEX-045	region001	1006428	1027340	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-MEX-046	region001	948616	969528	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-MMR-001	region001	930821	951733	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-MMR-002	region001	601535	622447	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-MMR-003	region001	958679	979591	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-MMR-004	region001	898638	919550	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-MMR-005	region001	932752	953664	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-MMR-006	region001	933122	954034	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-MMR-007	region001	934676	955588	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-MMR-008	region001	930682	951594	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-MMR-009	region001	965605	986517	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-MMR-010	region001	902236	923148	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-MMR-011	region001	947108	968020	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-MMR-012	region001	909387	930299	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-NGA-006	region001	992563	1013475	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-NGA-010	region001	949579	970494	20915	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-NGA-017	region001	998606	1019518	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-NGA-019	region001	670825	691737	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-NPL-001	region001	960519	981431	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-NPL-002	region001	899784	920696	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-NPL-003	region001	975908	996820	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-NPL-004	region001	1037899	1058811	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-NPL-005	region001	943991	964903	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-NPL-006	region001	944105	965017	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-NPL-007	region001	940909	961821	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-NPL-008	region001	907101	928013	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-NPL-009	region001	972759	993671	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-NPL-010	region001	512234	533146	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-NPL-011	region001	960086	980998	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-NPL-012	region001	983128	1004040	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-NPL-013	region001	944230	965142	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-PER-011	region001	978944	999856	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-PER-013	region001	983698	1004610	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-PER-014	region001	976536	997448	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-PER-016	region001	959111	980023	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-PER-017	region001	1068841	1089753	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-PER-018	region001	397432	418344	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-PER-019	region001	924666	945578	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-PER-020	region001	991005	1011917	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-PER-021	region001	993959	1014871	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-PER-101	region001	987583	1008495	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-PER-102	region001	963868	984780	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-PER-103	region001	598068	618980	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-PER-104	region001	1009040	1029952	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-PER-105	region001	947553	968465	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-PER-106	region001	944965	965877	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-PER-107	region001	955626	976538	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-PER-108	region001	950774	971686	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-PER-109	region001	960372	981164	20792	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-PER-110	region001	976106	997018	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-PER-111	region001	919477	940389	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-PER-112	region001	944861	965773	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-PER-113	region001	947919	968831	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-PER-114	region001	951104	972016	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-PER-115	region001	964320	985232	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-PER-116	region001	985613	1006525	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-PER-117	region001	1007649	1028561	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-PER-119	region001	952570	973482	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-PER-121	region001	531503	552415	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-PER-124	region001	944450	965362	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-PER-130	region001	975739	996651	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-PER-136	region001	993144	1014056	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-PER-138	region001	1016750	1037662	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-PER-140	region001	972873	993785	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-POL-001	region001	962860	983772	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-POL-002	region001	952883	973795	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-POL-003	region001	912518	933430	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-POL-004	region001	922099	943011	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-POL-005	region001	986999	1007911	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-POL-006	region001	894727	915639	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-POL-007	region001	991996	1012908	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-POL-008	region001	927123	948035	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-POL-009	region001	353719	374631	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-POL-010	region001	990903	1011815	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-POL-101	region001	907130	928042	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-POL-102	region001	962220	983132	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-POL-103	region001	996699	1017611	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-POL-104	region001	1023638	1044550	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-POL-105	region001	899683	920595	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-POL-106	region001	908287	929199	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-POL-107	region001	896640	917552	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-POL-108	region001	908268	929180	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-POL-109	region001	976978	997890	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-POL-110	region001	937209	958121	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-POR-001	region001	906319	927231	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-POR-002	region001	417127	438039	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-POR-003	region001	935140	956052	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-POR-004	region001	956124	977036	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-POR-005	region001	947006	967918	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-POR-006	region001	935133	956045	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-POR-007	region001	943646	964558	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-POR-008	region001	938367	959279	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-POR-009	region001	904654	925566	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-POR-010	region001	1094616	1115528	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-POR-011	region001	985489	1006401	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-POR-012	region001	967939	988851	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-POR-013	region001	1022662	1043574	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-POR-015	region001	917749	938661	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-POR-018	region001	946590	967502	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-POR-101	region001	960802	981714	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-POR-102	region001	255799	276711	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-POR-103	region001	659207	680119	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-POR-104	region001	1044977	1065889	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-POR-105	region001	332724	353636	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-POR-106	region001	966448	987360	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-POR-107	region001	898028	918940	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-POR-108	region001	480061	500973	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-POR-109	region001	920516	941428	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-POR-110	region001	231926	252838	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-POR-111	region001	973719	994631	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-POR-112	region001	942259	963171	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-POR-113	region001	985581	1006493	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-POR-114	region001	952577	973489	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-POR-115	region001	959202	980117	20915	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-PRI-001	region001	921458	942370	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-PRI-002	region001	948739	969651	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-PRI-004	region001	929635	950547	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-PRI-005	region001	931862	952774	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-PRI-006	region001	660696	681608	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-PRI-007	region001	980468	1001380	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-PRI-008	region001	968475	989387	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-RUS-001	region001	1000419	1021331	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-RUS-002	region001	903996	924908	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-RUS-003	region001	942671	963583	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-RUS-004	region001	958187	979099	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-RUS-006	region001	914314	935226	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-RUS-007	region001	991412	1012324	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-RUS-008	region001	903115	924027	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-RUS-009	region001	988334	1009246	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-RUS-010	region001	958045	978957	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-RUS-011	region001	996655	1017567	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-SGP-002	region001	342728	363640	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-SGP-003	region001	1004767	1025679	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-SGP-004	region001	940738	961650	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-SGP-005	region001	1014562	1035474	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-SGP-006	region001	982636	1003548	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-SGP-007	region001	420359	441271	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-SGP-008	region001	977552	998464	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-SGP-009	region001	1002723	1023635	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-SGP-012	region001	936115	957027	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-SGP-013	region001	938318	959230	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-SGP-014	region001	949863	970775	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-SGP-015	region001	1064681	1085593	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-SGP-017	region001	600075	620987	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-SGP-017	region002	1290717	1311640	20923	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-SGP-018	region001	1355378	1376290	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-SGP-019	region001	967688	988600	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-SGP-024	region001	951724	972645	20921	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
HpGP-SGP-026	region001	344049	364961	20912	False	terpene-precursor	(PT_FPPS_like and not PT_HPP)	terpene
