cluster_id	cluster_length	gcf_id	gcf_representative	nucleotide_representative	fragment_representative	filename
BGC0002535	15242	GCF0000942	BGC0002535	BGC0002535	BGC0002535	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
BGC0000707	7581	GCF0000943	BGC0000707	BGC0000707	BGC0000707	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
BGC0000820	8547	GCF0000944	BGC0000820	BGC0000820	BGC0000820	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
BGC0003000	3852	GCF0000945	BGC0003000	BGC0003000	BGC0003000	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
BGC0000727	29395	GCF0000945	BGC0003000	BGC0003000	BGC0003000	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
BGC0001638	5883	GCF0000946	BGC0001638	BGC0001638	BGC0001638	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
BGC0001778	16475	GCF0000947	BGC0001778	BGC0001778	BGC0001778	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
BGC0001458	11295	GCF0000948	BGC0001458	BGC0001458	BGC0001458	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
BGC0003097	51842	GCF0000949	BGC0003097	BGC0003097	BGC0003097	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
BGC0000050	50114	GCF0000950	BGC0000050	BGC0000050	BGC0000050	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
BGC0000921	15751	GCF0000951	BGC0000921	BGC0000921	BGC0000921	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
BGC0001533	63657	GCF0000952	BGC0001533	BGC0001533	BGC0001533	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
BGC0000031	74787	GCF0000952	BGC0001533	BGC0001533	BGC0001533	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
BGC0001992	4749	GCF0000953	BGC0001992	BGC0001992	BGC0001992	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
BGC0000770	12576	GCF0000954	BGC0000770	BGC0000770	BGC0000770	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
BGC0002656	32843	GCF0000955	BGC0002656	BGC0002656	BGC0002656	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
HpGP-JAP-111_cluster_1	3515	GCF0000956	HpGP-SPA-313_cluster_1	HpGP-JOR-005_cluster_1	HpGP-BRA-012_cluster_1	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
HpGP-CHI-005_cluster_1	4040	GCF0000956	HpGP-SPA-313_cluster_1	HpGP-JOR-005_cluster_1	HpGP-JOR-005_cluster_1	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
HpGP-FRA-007_cluster_1	4042	GCF0000956	HpGP-SPA-313_cluster_1	HpGP-GER-001_cluster_1	HpGP-CRI-001_cluster_1	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
HpGP-TWN-024_cluster_1	4043	GCF0000956	HpGP-SPA-313_cluster_1	HpGP-JOR-005_cluster_1	HpGP-CHI-208_cluster_1	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
HpGP-IDN-008_cluster_1	4044	GCF0000956	HpGP-SPA-313_cluster_1	HpGP-JOR-005_cluster_1	HpGP-KOR-009_cluster_1	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
HpGP-SWE-003_cluster_1	4044	GCF0000956	HpGP-SPA-313_cluster_1	HpGP-SPA-313_cluster_1	HpGP-SPA-313_cluster_1	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
HpGP-SWE-004_cluster_1	4044	GCF0000956	HpGP-SPA-313_cluster_1	HpGP-SPA-313_cluster_1	HpGP-SPA-313_cluster_1	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
HpGP-LIT-023_cluster_2	4045	GCF0000956	HpGP-SPA-313_cluster_1	HpGP-GER-001_cluster_1	HpGP-CAN-022_cluster_1	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
HpGP-SWE-036_cluster_1	4076	GCF0000956	HpGP-SPA-313_cluster_1	HpGP-GER-001_cluster_1	HpGP-CAN-022_cluster_1	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
HpGP-COL-301_cluster_1	4077	GCF0000956	HpGP-SPA-313_cluster_1	HpGP-JOR-005_cluster_1	HpGP-JOR-005_cluster_1	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
HpGP-USA-406_cluster_1	4087	GCF0000956	HpGP-SPA-313_cluster_1	HpGP-JOR-005_cluster_1	HpGP-CAN-025_cluster_1	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
HpGP-USA-408_cluster_1	4117	GCF0000956	HpGP-SPA-313_cluster_1	HpGP-JOR-005_cluster_1	HpGP-CAN-025_cluster_1	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
HpGP-SWT-011_cluster_1	4146	GCF0000956	HpGP-SPA-313_cluster_1	HpGP-JOR-005_cluster_1	HpGP-SWT-006_cluster_1	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
HpGP-ITA-016_cluster_1	4156	GCF0000956	HpGP-SPA-313_cluster_1	HpGP-GER-001_cluster_1	HpGP-CAN-022_cluster_1	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
HpGP-GER-010_cluster_1	4159	GCF0000956	HpGP-SPA-313_cluster_1	HpGP-SPA-313_cluster_1	HpGP-SPA-313_cluster_1	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
HpGP-LIT-031_cluster_1	4166	GCF0000956	HpGP-SPA-313_cluster_1	HpGP-SPA-313_cluster_1	HpGP-SPA-313_cluster_1	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
HpGP-COL-122_cluster_1	4167	GCF0000956	HpGP-SPA-313_cluster_1	HpGP-JOR-005_cluster_1	HpGP-ITA-003_cluster_1	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
HpGP-CAN-014_cluster_1	4185	GCF0000956	HpGP-SPA-313_cluster_1	HpGP-GER-001_cluster_1	HpGP-IDN-004_cluster_1	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
HpGP-BRA-007_cluster_1	4186	GCF0000956	HpGP-SPA-313_cluster_1	HpGP-GER-001_cluster_1	HpGP-CRI-001_cluster_1	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
HpGP-POR-005_cluster_1	4187	GCF0000956	HpGP-SPA-313_cluster_1	HpGP-JOR-005_cluster_1	HpGP-JOR-005_cluster_1	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
HpGP-POR-113_cluster_1	4187	GCF0000956	HpGP-SPA-313_cluster_1	HpGP-GER-001_cluster_1	HpGP-GER-021_cluster_1	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
HpGP-SPA-320_cluster_1	4188	GCF0000956	HpGP-SPA-313_cluster_1	HpGP-SPA-313_cluster_1	HpGP-SPA-313_cluster_1	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
HpGP-JAP-009_cluster_1	4189	GCF0000956	HpGP-SPA-313_cluster_1	HpGP-JOR-005_cluster_1	HpGP-CHI-208_cluster_1	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
HpGP-KOR-105_cluster_1	4189	GCF0000956	HpGP-SPA-313_cluster_1	HpGP-JOR-005_cluster_1	HpGP-KOR-009_cluster_1	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
HpGP-NGA-006_cluster_1	4189	GCF0000956	HpGP-SPA-313_cluster_1	HpGP-SPA-313_cluster_1	HpGP-SPA-313_cluster_1	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
HpGP-SPA-318_cluster_1	4189	GCF0000956	HpGP-SPA-313_cluster_1	HpGP-SPA-313_cluster_1	HpGP-SPA-313_cluster_1	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
HpGP-SWT-005_cluster_1	4189	GCF0000956	HpGP-SPA-313_cluster_1	HpGP-SPA-313_cluster_1	HpGP-SPA-313_cluster_1	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
HpGP-COL-108_cluster_1	4190	GCF0000956	HpGP-SPA-313_cluster_1	HpGP-SPA-313_cluster_1	HpGP-SPA-313_cluster_1	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
HpGP-KOR-016_cluster_1	4190	GCF0000956	HpGP-SPA-313_cluster_1	HpGP-JOR-005_cluster_1	HpGP-SGP-012_cluster_1	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
HpGP-KOR-022_cluster_1	4190	GCF0000956	HpGP-SPA-313_cluster_1	HpGP-JOR-005_cluster_1	HpGP-BRA-012_cluster_1	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
HpGP-KOR-029_cluster_1	4190	GCF0000956	HpGP-SPA-313_cluster_1	HpGP-JOR-005_cluster_1	HpGP-SGP-012_cluster_1	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
HpGP-KOR-116_cluster_1	4190	GCF0000956	HpGP-SPA-313_cluster_1	HpGP-JOR-005_cluster_1	HpGP-SGP-012_cluster_1	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
HpGP-LIT-024_cluster_1	4190	GCF0000956	HpGP-SPA-313_cluster_1	HpGP-JOR-005_cluster_1	HpGP-BGR-006_cluster_1	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
HpGP-MAL-012_cluster_1	4190	GCF0000956	HpGP-SPA-313_cluster_1	HpGP-JOR-005_cluster_1	HpGP-CHI-208_cluster_1	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
HpGP-MAL-021_cluster_1	4190	GCF0000956	HpGP-SPA-313_cluster_1	HpGP-JOR-005_cluster_1	HpGP-SGP-012_cluster_1	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
HpGP-NPL-009_cluster_1	4190	GCF0000956	HpGP-SPA-313_cluster_1	HpGP-JOR-005_cluster_1	HpGP-CAN-025_cluster_1	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
HpGP-TUR-008_cluster_1	4190	GCF0000956	HpGP-SPA-313_cluster_1	HpGP-SPA-313_cluster_1	HpGP-SPA-313_cluster_1	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
HpGP-TWN-007_cluster_1	4190	GCF0000956	HpGP-SPA-313_cluster_1	HpGP-GER-001_cluster_1	HpGP-CAN-022_cluster_1	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
HpGP-USA-413_cluster_1	4190	GCF0000956	HpGP-SPA-313_cluster_1	HpGP-SPA-313_cluster_1	HpGP-SPA-313_cluster_1	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
HpGP-BGD-001_cluster_1	4191	GCF0000956	HpGP-SPA-313_cluster_1	HpGP-GER-001_cluster_1	HpGP-CAN-022_cluster_1	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
HpGP-CHN-003_cluster_1	4191	GCF0000956	HpGP-SPA-313_cluster_1	HpGP-GER-001_cluster_1	HpGP-CAN-022_cluster_1	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
HpGP-CHN-007_cluster_1	4191	GCF0000956	HpGP-SPA-313_cluster_1	HpGP-JOR-005_cluster_1	HpGP-KOR-009_cluster_1	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
HpGP-COL-204_cluster_1	4191	GCF0000956	HpGP-SPA-313_cluster_1	HpGP-GER-001_cluster_1	HpGP-CAN-022_cluster_1	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
HpGP-GER-012_cluster_1	4191	GCF0000956	HpGP-SPA-313_cluster_1	HpGP-JOR-005_cluster_1	HpGP-BGR-006_cluster_1	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
HpGP-GRE-044_cluster_1	4191	GCF0000956	HpGP-SPA-313_cluster_1	HpGP-JOR-005_cluster_1	HpGP-BGR-006_cluster_1	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
HpGP-HON-016_cluster_1	4191	GCF0000956	HpGP-SPA-313_cluster_1	HpGP-JOR-005_cluster_1	HpGP-COG-002_cluster_1	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
HpGP-JAP-013_cluster_1	4191	GCF0000956	HpGP-SPA-313_cluster_1	HpGP-GER-001_cluster_1	HpGP-CAN-022_cluster_1	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
HpGP-JAP-029_cluster_2	4191	GCF0000956	HpGP-SPA-313_cluster_1	HpGP-GER-001_cluster_1	HpGP-CAN-022_cluster_1	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
HpGP-KOR-008_cluster_1	4191	GCF0000956	HpGP-SPA-313_cluster_1	HpGP-JOR-005_cluster_1	HpGP-SGP-012_cluster_1	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
HpGP-KOR-021_cluster_1	4191	GCF0000956	HpGP-SPA-313_cluster_1	HpGP-GER-001_cluster_1	HpGP-CAN-022_cluster_1	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
HpGP-KOR-028_cluster_1	4191	GCF0000956	HpGP-SPA-313_cluster_1	HpGP-JOR-005_cluster_1	HpGP-CHI-208_cluster_1	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
HpGP-KOR-037_cluster_1	4191	GCF0000956	HpGP-SPA-313_cluster_1	HpGP-GER-001_cluster_1	HpGP-CAN-022_cluster_1	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
HpGP-KOR-043_cluster_1	4191	GCF0000956	HpGP-SPA-313_cluster_1	HpGP-GER-001_cluster_1	HpGP-CAN-022_cluster_1	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
HpGP-KOR-047_cluster_1	4191	GCF0000956	HpGP-SPA-313_cluster_1	HpGP-GER-001_cluster_1	HpGP-CAN-022_cluster_1	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
HpGP-KOR-048_cluster_1	4191	GCF0000956	HpGP-SPA-313_cluster_1	HpGP-JOR-005_cluster_1	HpGP-PER-111_cluster_1	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
HpGP-LIT-041_cluster_1	4191	GCF0000956	HpGP-SPA-313_cluster_1	HpGP-GER-001_cluster_1	HpGP-GER-021_cluster_1	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
HpGP-MAL-006_cluster_1	4191	GCF0000956	HpGP-SPA-313_cluster_1	HpGP-GER-001_cluster_1	HpGP-CAN-022_cluster_1	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
HpGP-MMR-002_cluster_1	4191	GCF0000956	HpGP-SPA-313_cluster_1	HpGP-JOR-005_cluster_1	HpGP-MAL-002_cluster_1	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
HpGP-SGP-015_cluster_1	4191	GCF0000956	HpGP-SPA-313_cluster_1	HpGP-GER-001_cluster_1	HpGP-CAN-022_cluster_1	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
HpGP-SPA-003_cluster_1	4191	GCF0000956	HpGP-SPA-313_cluster_1	HpGP-JOR-005_cluster_1	HpGP-MAL-002_cluster_1	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
HpGP-SPA-015_cluster_1	4191	GCF0000956	HpGP-SPA-313_cluster_1	HpGP-SPA-313_cluster_1	HpGP-SPA-313_cluster_1	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
HpGP-SWE-032_cluster_1	4191	GCF0000956	HpGP-SPA-313_cluster_1	HpGP-GER-001_cluster_1	HpGP-CAN-022_cluster_1	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
HpGP-TWN-009_cluster_1	4191	GCF0000956	HpGP-SPA-313_cluster_1	HpGP-GER-001_cluster_1	HpGP-CAN-022_cluster_1	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
HpGP-TWN-027_cluster_1	4191	GCF0000956	HpGP-SPA-313_cluster_1	HpGP-GER-001_cluster_1	HpGP-CAN-022_cluster_1	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
HpGP-TWN-029_cluster_1	4191	GCF0000956	HpGP-SPA-313_cluster_1	HpGP-GER-001_cluster_1	HpGP-CAN-022_cluster_1	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
HpGP-USA-011_cluster_1	4191	GCF0000956	HpGP-SPA-313_cluster_1	HpGP-GER-001_cluster_1	HpGP-CAN-022_cluster_1	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
HpGP-VNM-009_cluster_1	4191	GCF0000956	HpGP-SPA-313_cluster_1	HpGP-GER-001_cluster_1	HpGP-CAN-022_cluster_1	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
HpGP-CHI-026_cluster_1	4192	GCF0000956	HpGP-SPA-313_cluster_1	HpGP-GER-001_cluster_1	HpGP-CRI-001_cluster_1	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
HpGP-CHN-001_cluster_1	4192	GCF0000956	HpGP-SPA-313_cluster_1	HpGP-JOR-005_cluster_1	HpGP-SGP-012_cluster_1	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
HpGP-HON-010_cluster_1	4192	GCF0000956	HpGP-SPA-313_cluster_1	HpGP-GER-001_cluster_1	HpGP-CAN-022_cluster_1	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
HpGP-KOR-005_cluster_1	4192	GCF0000956	HpGP-SPA-313_cluster_1	HpGP-GER-001_cluster_1	HpGP-CAN-022_cluster_1	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
HpGP-KOR-010_cluster_1	4192	GCF0000956	HpGP-SPA-313_cluster_1	HpGP-JOR-005_cluster_1	HpGP-CHN-005_cluster_1	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
HpGP-KOR-024_cluster_1	4192	GCF0000956	HpGP-SPA-313_cluster_1	HpGP-JOR-005_cluster_1	HpGP-SGP-012_cluster_1	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
HpGP-KOR-036_cluster_1	4192	GCF0000956	HpGP-SPA-313_cluster_1	HpGP-JOR-005_cluster_1	HpGP-CHI-208_cluster_1	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
HpGP-KOR-041_cluster_1	4192	GCF0000956	HpGP-SPA-313_cluster_1	HpGP-JOR-005_cluster_1	HpGP-CHI-208_cluster_1	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
HpGP-KOR-053_cluster_1	4192	GCF0000956	HpGP-SPA-313_cluster_1	HpGP-JOR-005_cluster_1	HpGP-CHI-208_cluster_1	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
HpGP-KOR-114_cluster_1	4192	GCF0000956	HpGP-SPA-313_cluster_1	HpGP-JOR-005_cluster_1	HpGP-KOR-009_cluster_1	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
HpGP-KOR-118_cluster_1	4192	GCF0000956	HpGP-SPA-313_cluster_1	HpGP-JOR-005_cluster_1	HpGP-CAN-025_cluster_1	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
HpGP-LAT-026_cluster_1	4192	GCF0000956	HpGP-SPA-313_cluster_1	HpGP-JOR-005_cluster_1	HpGP-BGR-006_cluster_1	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
HpGP-NPL-007_cluster_1	4192	GCF0000956	HpGP-SPA-313_cluster_1	HpGP-JOR-005_cluster_1	HpGP-CHN-005_cluster_1	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
HpGP-SGP-005_cluster_1	4192	GCF0000956	HpGP-SPA-313_cluster_1	HpGP-JOR-005_cluster_1	HpGP-SGP-012_cluster_1	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
HpGP-SGP-032_cluster_1	4192	GCF0000956	HpGP-SPA-313_cluster_1	HpGP-JOR-005_cluster_1	HpGP-SGP-012_cluster_1	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
HpGP-SPA-312_cluster_1	4192	GCF0000956	HpGP-SPA-313_cluster_1	HpGP-SPA-313_cluster_1	HpGP-SPA-313_cluster_1	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
HpGP-SPA-601_cluster_1	4192	GCF0000956	HpGP-SPA-313_cluster_1	HpGP-SPA-313_cluster_1	HpGP-SPA-313_cluster_1	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
HpGP-SWE-030_cluster_1	4192	GCF0000956	HpGP-SPA-313_cluster_1	HpGP-GER-001_cluster_1	HpGP-CAN-022_cluster_1	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
HpGP-TWN-018_cluster_1	4192	GCF0000956	HpGP-SPA-313_cluster_1	HpGP-JOR-005_cluster_1	HpGP-CHN-005_cluster_1	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
HpGP-USA-425_cluster_1	4192	GCF0000956	HpGP-SPA-313_cluster_1	HpGP-JOR-005_cluster_1	HpGP-KOR-009_cluster_1	/home/yanyun/Documents/project/igua/igua_input/gecco_0.3_and_mibig/all_gecco_0.3_clusters_and_mibig_clusters.gbk
